timestamp_start,tier_name,protocol,target_mbps,achieved_mbps,latency_ms_avg,jitter_ms,packet_loss_pct,cpu_pct_avg,mem_pct_avg
2025-10-14T19:47:24.799954,Niveau 9 - Critique,TCP,100.00,0.00,4.75,2.68,0.00,12.91,36.99
